Country,Market,Commodity,Price Type,Year,Month,Price,Unit,Currency,Data Source
Senegal,Dakar,Rice (imported),Retail,2007,12,250,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2008,01,269,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2008,02,288,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2008,03,281,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2008,04,300,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2008,05,300,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2008,06,305,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2008,07,467,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2008,08,434,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2008,09,469,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2008,10,460,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2008,11,456,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
