,REGION,DEPARTEMENT,MARCHE,DATE,MIL_DETAIL,RIZ_IMP_BR ORD.
4863,TH,THIES,THIES,16-Sep-09,200,250.0
4864,SL,ST.LOUIS,ST.LOUIS,16-Sep-09,250,325.0
4865,KD,VELINGARA,DIAOBE,16-Sep-09,195,275.0
4866,DL,DIOURBEL,DIOURBEL,17-Sep-09,200,250.0
4867,LG,LOUGA,LOUGA,17-Sep-09,200,275.0
4868,DK,DAKAR,TILENE,17-Sep-09,250,275.0
4869,DL,MBACKE,TOUBA,17-Sep-09,180,250.0
4870,ZG,ZIGUINCHOR,ST.MAUR,17-Sep-09,250,275.0
4871,FK,FATICK,FATICK,20-Sep-09,210,300.0
4872,KD,KOLDA,KOLDA,21-Sep-09,200,275.0
4873,TH,THIES,THIES,23-Sep-09,200,250.0
4874,TH,THIES,THIES,23-Sep-09,200,250.0
4875,SL,ST.LOUIS,ST.LOUIS,23-Sep-09,250,325.0
4876,SL,ST.LOUIS,ST.LOUIS,23-Sep-09,250,325.0
4877,KD,VELINGARA,DIAOBE,23-Sep-09,180,275.0
4878,DL,DIOURBEL,DIOURBEL,24-Sep-09,200,250.0
4879,KL,KAOLACK,KAOLACK,24-Sep-09,155,250.0
4880,LG,LOUGA,LOUGA,24-Sep-09,210,275.0
4881,DK,PIKINE,THIAROYE,24-Sep-09,225,250.0
4882,DK,DAKAR,TILENE,24-Sep-09,250,250.0
4883,DL,MBACKE,TOUBA,24-Sep-09,160,250.0
4884,ZG,ZIGUINCHOR,ST.MAUR,24-Sep-09,250,275.0
4885,KD,KOLDA,KOLDA,28-Sep-09,175,275.0
4886,KD,VELINGARA,DIAOBE,30-Sep-09,175,275.0
4887,DL,DIOURBEL,DIOURBEL,01-Oct-09,175,250.0
4888,KL,KAOLACK,KAOLACK,01-Oct-09,175,225.0
4889,LG,LOUGA,LOUGA,01-Oct-09,200,250.0
4890,DK,PIKINE,THIAROYE,01-Oct-09,225,250.0
4891,DK,DAKAR,TILENE,01-Oct-09,250,250.0
4892,DL,MBACKE,TOUBA,01-Oct-09,170,250.0
4893,ZG,ZIGUINCHOR,ST.MAUR,01-Oct-09,250,275.0
4894,FK,FATICK,FATICK,04-Oct-09,225,300.0
4895,KD,KOLDA,KOLDA,05-Oct-09,188,275.0
4896,KL,KAOLACK,KAOLACK,07-Oct-09,150,250.0
4897,TH,THIES,THIES,07-Oct-09,200,250.0
4898,SL,ST.LOUIS,ST.LOUIS,07-Oct-09,195,260.0
4899,KD,VELINGARA,DIAOBE,07-Oct-09,128,275.0
4900,DL,DIOURBEL,DIOURBEL,08-Oct-09,175,240.0
4901,LG,LOUGA,LOUGA,08-Oct-09,200,250.0
4902,DK,PIKINE,THIAROYE,08-Oct-09,200,250.0
4903,DK,DAKAR,TILENE,08-Oct-09,200,250.0
4904,DL,MBACKE,TOUBA,08-Oct-09,175,240.0
4905,ZG,ZIGUINCHOR,ST.MAUR,08-Oct-09,275,275.0
4906,KL,KAOLACK,KAOLACK,14-Oct-09,160,250.0
4907,TH,THIES,THIES,14-Oct-09,190,250.0
4908,SL,ST.LOUIS,ST.LOUIS,14-Oct-09,185,300.0
4909,DL,DIOURBEL,DIOURBEL,15-Oct-09,150,250.0
4910,LG,LOUGA,LOUGA,15-Oct-09,200,250.0
4911,DK,PIKINE,THIAROYE,15-Oct-09,200,250.0
4912,DK,DAKAR,TILENE,15-Oct-09,200,250.0
4913,DL,MBACKE,TOUBA,15-Oct-09,150,250.0
4914,ZG,ZIGUINCHOR,ST.MAUR,15-Oct-09,275,275.0
4915,KD,KOLDA,KOLDA,19-Oct-09,175,275.0
4916,TH,THIES,THIES,21-Oct-09,190,250.0
4917,KD,VELINGARA,DIAOBE,21-Oct-09,125,275.0
4918,DL,DIOURBEL,DIOURBEL,22-Oct-09,150,225.0
4919,KL,KAOLACK,KAOLACK,22-Oct-09,140,275.0
4920,LG,LOUGA,LOUGA,22-Oct-09,200,275.0
4921,DK,PIKINE,THIAROYE,22-Oct-09,200,250.0
4922,DK,DAKAR,TILENE,22-Oct-09,200,250.0
4923,DL,MBACKE,TOUBA,22-Oct-09,150,225.0
4924,ZG,ZIGUINCHOR,ST.MAUR,22-Oct-09,250,285.0
4925,FK,FATICK,FATICK,25-Oct-09,200,300.0
4926,KL,KAOLACK,KAOLACK,27-Oct-09,140,220.0
4927,TH,THIES,THIES,28-Oct-09,180,250.0
4928,DL,DIOURBEL,DIOURBEL,29-Oct-09,150,225.0
4929,LG,LOUGA,LOUGA,29-Oct-09,200,275.0
4930,DK,PIKINE,THIAROYE,29-Oct-09,250,220.0
4931,DK,DAKAR,TILENE,29-Oct-09,200,250.0
4932,DL,MBACKE,TOUBA,29-Oct-09,145,225.0
4933,ZG,ZIGUINCHOR,ST.MAUR,29-Oct-09,250,260.0
4934,FK,FATICK,FATICK,01-Nov-09,180,300.0
4935,KD,KOLDA,KOLDA,02-Nov-09,150,275.0
4936,LG,LOUGA,LOUGA,03-Nov-09,180,240.0
4937,KL,KAOLACK,KAOLACK,04-Nov-09,140,220.0
4938,TH,THIES,THIES,04-Nov-09,180,250.0
4939,SL,ST.LOUIS,ST.LOUIS,04-Nov-09,190,280.0
4940,KD,VELINGARA,DIAOBE,04-Nov-09,100,250.0
4941,TC,BAKEL,BAKEL,05-Nov-09,200,250.0
4942,DL,DIOURBEL,DIOURBEL,05-Nov-09,130,225.0
4943,LG,LOUGA,LOUGA,05-Nov-09,180,240.0
4944,DL,MBACKE,TOUBA,05-Nov-09,140,225.0
4945,ZG,ZIGUINCHOR,ST.MAUR,05-Nov-09,250,260.0
4946,DK,PIKINE,THIAROYE,06-Nov-09,250,220.0
4947,DK,DAKAR,TILENE,06-Nov-09,200,250.0
4948,FK,FATICK,FATICK,08-Nov-09,185,375.0
4949,KD,KOLDA,KOLDA,09-Nov-09,150,250.0
4950,TH,THIES,THIES,11-Nov-09,180,250.0
4951,KD,VELINGARA,DIAOBE,11-Nov-09,140,250.0
4952,KL,KAOLACK,KAOLACK,12-Nov-09,145,220.0
4953,LG,LOUGA,LOUGA,12-Nov-09,190,240.0
4954,ZG,ZIGUINCHOR,ST.MAUR,12-Nov-09,250,235.0
4955,DK,PIKINE,THIAROYE,13-Nov-09,250,220.0
4956,DK,DAKAR,TILENE,13-Nov-09,200,250.0
4957,FK,FATICK,FATICK,15-Nov-09,190,275.0
4958,KD,KOLDA,KOLDA,16-Nov-09,150,275.0
4959,TH,THIES,THIES,18-Nov-09,190,250.0
4960,SL,ST.LOUIS,ST.LOUIS,18-Nov-09,190,300.0
4961,KD,VELINGARA,DIAOBE,18-Nov-09,125,250.0
4962,DL,DIOURBEL,DIOURBEL,19-Nov-09,150,225.0
4963,KL,KAOLACK,KAOLACK,19-Nov-09,150,250.0
4964,LG,LOUGA,LOUGA,19-Nov-09,190,240.0
4965,DL,MBACKE,TOUBA,19-Nov-09,150,220.0
4966,ZG,ZIGUINCHOR,ST.MAUR,19-Nov-09,250,235.0
4967,DK,PIKINE,THIAROYE,20-Nov-09,250,220.0
4968,DK,DAKAR,TILENE,20-Nov-09,200,250.0
4969,FK,FATICK,FATICK,22-Nov-09,190,275.0
4970,KL,KAOLACK,KAOLACK,25-Nov-09,145,220.0
4971,TH,THIES,THIES,25-Nov-09,195,250.0
4972,SL,ST.LOUIS,ST.LOUIS,25-Nov-09,190,300.0
4973,DL,DIOURBEL,DIOURBEL,26-Nov-09,150,220.0
4974,LG,LOUGA,LOUGA,26-Nov-09,180,240.0
4975,DL,MBACKE,TOUBA,26-Nov-09,140,215.0
4976,ZG,ZIGUINCHOR,ST.MAUR,26-Nov-09,235,250.0
4977,DK,PIKINE,THIAROYE,27-Nov-09,200,220.0
4978,DK,DAKAR,TILENE,27-Nov-09,150,250.0
4979,KD,KOLDA,KOLDA,30-Nov-09,120,275.0
4980,TH,THIES,THIES,02-Dec-09,190,250.0
4981,SL,ST.LOUIS,ST.LOUIS,02-Dec-09,190,300.0
4982,KD,VELINGARA,DIAOBE,02-Dec-09,120,275.0
4983,DL,DIOURBEL,DIOURBEL,03-Dec-09,140,225.0
4984,DL,MBACKE,TOUBA,03-Dec-09,150,215.0
4985,ZG,ZIGUINCHOR,ST.MAUR,03-Dec-09,235,250.0
4986,KL,KAOLACK,KAOLACK,04-Dec-09,150,220.0
4987,DK,PIKINE,THIAROYE,04-Dec-09,200,220.0
4988,DK,DAKAR,TILENE,04-Dec-09,150,250.0
4989,FK,FATICK,FATICK,06-Dec-09,200,275.0
4990,KD,KOLDA,KOLDA,07-Dec-09,150,275.0
4991,KL,KAOLACK,KAOLACK,09-Dec-09,145,300.0
4992,TH,THIES,THIES,09-Dec-09,175,225.0
4993,SL,ST.LOUIS,ST.LOUIS,09-Dec-09,190,300.0
4994,KD,VELINGARA,DIAOBE,09-Dec-09,140,275.0
4995,DL,DIOURBEL,DIOURBEL,10-Dec-09,200,225.0
4996,LG,LOUGA,LOUGA,10-Dec-09,180,240.0
4997,DL,MBACKE,TOUBA,10-Dec-09,155,225.0
4998,ZG,ZIGUINCHOR,ST.MAUR,10-Dec-09,240,250.0
4999,DK,PIKINE,THIAROYE,11-Dec-09,200,250.0
5000,DK,DAKAR,TILENE,11-Dec-09,150,250.0
5001,FK,FATICK,FATICK,13-Dec-09,200,275.0
5002,KD,KOLDA,KOLDA,14-Dec-09,150,250.0
5003,KL,KAOLACK,KAOLACK,15-Dec-09,160,235.0
5004,TH,THIES,THIES,16-Dec-09,175,225.0
5005,KD,VELINGARA,DIAOBE,16-Dec-09,150,250.0
5006,DL,DIOURBEL,DIOURBEL,17-Dec-09,150,225.0
5007,LG,LOUGA,LOUGA,17-Dec-09,180,240.0
5008,DL,MBACKE,TOUBA,17-Dec-09,160,250.0
5009,ZG,ZIGUINCHOR,ST.MAUR,17-Dec-09,240,250.0
5010,DK,PIKINE,THIAROYE,18-Dec-09,200,250.0
5011,DK,DAKAR,TILENE,18-Dec-09,150,250.0
5012,FK,FATICK,FATICK,20-Dec-09,200,275.0
5013,KD,KOLDA,KOLDA,21-Dec-09,150,275.0
5014,SL,ST.LOUIS,ST.LOUIS,22-Dec-09,190,280.0
5015,KL,KAOLACK,KAOLACK,23-Dec-09,160,235.0
5016,TH,THIES,THIES,23-Dec-09,190,250.0
5017,KD,VELINGARA,DIAOBE,23-Dec-09,160,275.0
5018,DL,DIOURBEL,DIOURBEL,24-Dec-09,150,240.0
5019,LG,LOUGA,LOUGA,24-Dec-09,180,240.0
5020,DL,MBACKE,TOUBA,24-Dec-09,160,230.0
5021,ZG,ZIGUINCHOR,ST.MAUR,24-Dec-09,225,250.0
5022,DK,PIKINE,THIAROYE,25-Dec-09,210,280.0
5023,DK,DAKAR,TILENE,25-Dec-09,210,250.0
5024,FK,FATICK,FATICK,27-Dec-09,200,275.0
5025,KD,KOLDA,KOLDA,28-Dec-09,150,275.0
5026,KL,KAOLACK,KAOLACK,30-Dec-09,165,275.0
5027,TH,THIES,THIES,30-Dec-09,190,275.0
5028,KD,VELINGARA,DIAOBE,30-Dec-09,160,275.0
5029,DL,DIOURBEL,DIOURBEL,31-Dec-09,150,250.0
5030,LG,LOUGA,LOUGA,31-Dec-09,190,240.0
5031,DK,PIKINE,THIAROYE,31-Dec-09,210,280.0
5032,DK,DAKAR,TILENE,31-Dec-09,210,250.0
5033,DL,MBACKE,TOUBA,31-Dec-09,145,240.0
5034,ZG,ZIGUINCHOR,ST.MAUR,31-Dec-09,220,250.0
5035,KD,KOLDA,KOLDA,04-Jan-10,150,275.0
5036,TC,BAKEL,BAKEL,06-Jan-10,180,250.0
5037,KL,KAOLACK,KAOLACK,06-Jan-10,160,275.0
5038,TH,THIES,THIES,06-Jan-10,175,275.0
5039,SL,ST.LOUIS,ST.LOUIS,06-Jan-10,190,300.0
5040,KD,VELINGARA,DIAOBE,06-Jan-10,150,275.0
5041,DL,DIOURBEL,DIOURBEL,07-Jan-10,150,250.0
5042,LG,LOUGA,LOUGA,07-Jan-10,190,250.0
5043,DK,PIKINE,THIAROYE,07-Jan-10,200,280.0
5044,DK,DAKAR,TILENE,07-Jan-10,200,250.0
5045,DL,MBACKE,TOUBA,07-Jan-10,155,240.0
5046,ZG,ZIGUINCHOR,ST.MAUR,07-Jan-10,220,250.0
5047,FK,FATICK,FATICK,10-Jan-10,185,275.0
5048,FK,FATICK,FATICK,10-Jan-10,185,275.0
5049,KD,KOLDA,KOLDA,11-Jan-10,175,275.0
5050,KD,KOLDA,KOLDA,11-Jan-10,175,275.0
5051,TH,THIES,THIES,13-Jan-10,175,275.0
5052,SL,ST.LOUIS,ST.LOUIS,13-Jan-10,195,280.0
5053,KD,VELINGARA,DIAOBE,13-Jan-10,165,260.0
5054,KD,VELINGARA,DIAOBE,13-Jan-10,165,260.0
5055,DL,DIOURBEL,DIOURBEL,14-Jan-10,150,250.0
5056,KL,KAOLACK,KAOLACK,14-Jan-10,155,260.0
5057,LG,LOUGA,LOUGA,14-Jan-10,190,250.0
5058,DL,MBACKE,TOUBA,14-Jan-10,145,275.0
5059,ZG,ZIGUINCHOR,ST.MAUR,14-Jan-10,225,250.0
5060,KD,KOLDA,KOLDA,18-Jan-10,175,275.0
5061,KL,KAOLACK,KAOLACK,20-Jan-10,155,265.0
5062,TH,THIES,THIES,20-Jan-10,175,275.0
5063,KD,VELINGARA,DIAOBE,20-Jan-10,175,275.0
5064,LG,LOUGA,LOUGA,21-Jan-10,175,250.0
5065,ZG,ZIGUINCHOR,ST.MAUR,21-Jan-10,225,300.0
5066,FK,FATICK,FATICK,24-Jan-10,185,275.0
5067,KD,KOLDA,KOLDA,25-Jan-10,160,275.0
5068,KL,KAOLACK,KAOLACK,27-Jan-10,160,265.0
5069,TH,THIES,THIES,27-Jan-10,175,275.0
5070,KD,VELINGARA,DIAOBE,27-Jan-10,150,275.0
5071,LG,LOUGA,LOUGA,28-Jan-10,200,275.0
5072,ZG,ZIGUINCHOR,ST.MAUR,28-Jan-10,225,300.0
5073,KD,KOLDA,KOLDA,01-Feb-10,175,275.0
5074,KL,KAOLACK,KAOLACK,03-Feb-10,160,265.0
5075,KD,VELINGARA,DIAOBE,03-Feb-10,160,275.0
5076,LG,LOUGA,LOUGA,04-Feb-10,200,275.0
5077,FK,FATICK,FATICK,07-Feb-10,185,325.0
5078,TC,BAKEL,BAKEL,10-Feb-10,225,250.0
5079,KL,KAOLACK,KAOLACK,10-Feb-10,150,250.0
5080,DK,PIKINE,THIAROYE,10-Feb-10,200,290.0
5081,TH,THIES,THIES,10-Feb-10,175,275.0
5082,DK,DAKAR,TILENE,10-Feb-10,200,300.0
5083,DL,MBACKE,TOUBA,10-Feb-10,160,250.0
5084,SL,ST.LOUIS,ST.LOUIS,10-Feb-10,195,300.0
5085,DL,DIOURBEL,DIOURBEL,11-Feb-10,150,250.0
5086,LG,LOUGA,LOUGA,11-Feb-10,185,260.0
5087,ZG,ZIGUINCHOR,ST.MAUR,11-Feb-10,215,300.0
5088,TC,BAKEL,BAKEL,17-Feb-10,225,230.0
5089,SL,ST.LOUIS,ST.LOUIS,17-Feb-10,200,300.0
5090,DL,DIOURBEL,DIOURBEL,18-Feb-10,160,250.0
5091,LG,LOUGA,LOUGA,18-Feb-10,185,275.0
5092,ZG,ZIGUINCHOR,ST.MAUR,18-Feb-10,210,300.0
5093,DL,MBACKE,TOUBA,19-Feb-10,160,245.0
5094,FK,FATICK,FATICK,21-Feb-10,180,225.0
5095,KL,KAOLACK,KAOLACK,24-Feb-10,155,250.0
5096,LG,LOUGA,LOUGA,25-Feb-10,185,275.0
5097,ZG,ZIGUINCHOR,ST.MAUR,25-Feb-10,210,300.0
5098,SL,ST.LOUIS,ST.LOUIS,26-Feb-10,200,300.0
5099,KL,KAOLACK,KAOLACK,03-Mar-10,150,275.0
5100,SL,ST.LOUIS,ST.LOUIS,03-Mar-10,200,280.0
5101,SL,ST.LOUIS,ST.LOUIS,03-Mar-10,200,300.0
5102,LG,LOUGA,LOUGA,04-Mar-10,180,275.0
5103,FK,FATICK,FATICK,07-Mar-10,185,250.0
5104,KL,KAOLACK,KAOLACK,10-Mar-10,160,275.0
5105,SL,ST.LOUIS,ST.LOUIS,10-Mar-10,200,300.0
5106,LG,LOUGA,LOUGA,11-Mar-10,180,275.0
5107,ZG,ZIGUINCHOR,ST.MAUR,11-Mar-10,200,300.0
5108,DK,PIKINE,THIAROYE,12-Mar-10,200,290.0
5109,DK,DAKAR,TILENE,12-Mar-10,200,300.0
5110,FK,FATICK,FATICK,14-Mar-10,185,275.0
5111,KD,KOLDA,KOLDA,16-Mar-10,175,275.0
5112,DL,MBACKE,TOUBA,16-Mar-10,145,245.0
5113,KD,VELINGARA,DIAOBE,17-Mar-10,165,275.0
5114,DL,DIOURBEL,DIOURBEL,18-Mar-10,150,250.0
5115,KL,KAOLACK,KAOLACK,18-Mar-10,150,210.0
5116,LG,LOUGA,LOUGA,18-Mar-10,180,275.0
5117,DK,PIKINE,THIAROYE,18-Mar-10,200,290.0
5118,DK,DAKAR,TILENE,18-Mar-10,200,300.0
5119,FK,FATICK,FATICK,21-Mar-10,175,225.0
5120,KD,KOLDA,KOLDA,22-Mar-10,175,275.0
5121,KL,KAOLACK,KAOLACK,24-Mar-10,150,275.0
5122,TH,THIES,THIES,24-Mar-10,175,275.0
5123,KD,VELINGARA,DIAOBE,24-Mar-10,160,250.0
5124,DL,DIOURBEL,DIOURBEL,25-Mar-10,150,250.0
5125,DL,DIOURBEL,DIOURBEL,25-Mar-10,150,250.0
5126,LG,LOUGA,LOUGA,25-Mar-10,180,275.0
5127,DK,PIKINE,THIAROYE,25-Mar-10,200,290.0
5128,DK,DAKAR,TILENE,25-Mar-10,200,300.0
5129,ZG,ZIGUINCHOR,ST.MAUR,25-Mar-10,200,300.0
5130,ZG,ZIGUINCHOR,ST.MAUR,25-Mar-10,200,300.0
5131,DL,MBACKE,TOUBA,26-Mar-10,155,245.0
5132,DL,MBACKE,TOUBA,26-Mar-10,155,245.0
5133,FK,FATICK,FATICK,28-Mar-10,185,225.0
5134,TH,THIES,THIES,31-Mar-10,175,275.0
5135,DL,DIOURBEL,DIOURBEL,01-Apr-10,155,245.0
5136,DL,MBACKE,TOUBA,01-Apr-10,150,250.0
5137,ZG,ZIGUINCHOR,ST.MAUR,01-Apr-10,200,300.0
5138,KD,KOLDA,KOLDA,06-Apr-10,175,275.0
5139,SL,ST.LOUIS,ST.LOUIS,07-Apr-10,225,300.0
5140,KD,VELINGARA,DIAOBE,07-Apr-10,150,275.0
5141,KL,KAOLACK,KAOLACK,08-Apr-10,155,275.0
5142,LG,LOUGA,LOUGA,08-Apr-10,180,275.0
5143,DK,PIKINE,THIAROYE,08-Apr-10,200,290.0
5144,DK,DAKAR,TILENE,08-Apr-10,200,300.0
5145,ZG,ZIGUINCHOR,ST.MAUR,08-Apr-10,200,300.0
5146,FK,FATICK,FATICK,11-Apr-10,185,250.0
5147,KD,KOLDA,KOLDA,12-Apr-10,175,275.0
5148,KL,KAOLACK,KAOLACK,14-Apr-10,160,275.0
5149,TH,THIES,THIES,14-Apr-10,195,250.0
5150,SL,ST.LOUIS,ST.LOUIS,14-Apr-10,225,300.0
5151,KD,VELINGARA,DIAOBE,14-Apr-10,150,275.0
5152,DL,DIOURBEL,DIOURBEL,15-Apr-10,150,250.0
5153,LG,LOUGA,LOUGA,15-Apr-10,180,275.0
5154,DK,PIKINE,THIAROYE,15-Apr-10,200,290.0
5155,DK,DAKAR,TILENE,15-Apr-10,200,300.0
5156,ZG,ZIGUINCHOR,ST.MAUR,15-Apr-10,200,300.0
5157,KD,KOLDA,KOLDA,16-Apr-10,175,300.0
5158,DL,MBACKE,TOUBA,16-Apr-10,155,250.0
5159,FK,FATICK,FATICK,18-Apr-10,185,225.0
5160,KD,KOLDA,KOLDA,19-Apr-10,175,275.0
5161,KL,KAOLACK,KAOLACK,20-Apr-10,155,275.0
5162,TH,THIES,THIES,21-Apr-10,190,250.0
5163,KD,VELINGARA,DIAOBE,21-Apr-10,150,275.0
5164,DL,DIOURBEL,DIOURBEL,22-Apr-10,150,250.0
5165,LG,LOUGA,LOUGA,22-Apr-10,200,275.0
5166,DK,PIKINE,THIAROYE,22-Apr-10,200,290.0
5167,DK,DAKAR,TILENE,22-Apr-10,200,300.0
5168,ZG,ZIGUINCHOR,ST.MAUR,22-Apr-10,200,300.0
5169,DL,MBACKE,TOUBA,23-Apr-10,160,240.0
5170,FK,FATICK,FATICK,25-Apr-10,190,225.0
5171,KD,KOLDA,KOLDA,26-Apr-10,175,275.0
5172,KL,KAOLACK,KAOLACK,28-Apr-10,160,275.0
5173,TH,THIES,THIES,28-Apr-10,190,250.0
5174,KD,VELINGARA,DIAOBE,28-Apr-10,150,275.0
5175,DL,DIOURBEL,DIOURBEL,29-Apr-10,150,250.0
5176,LG,LOUGA,LOUGA,29-Apr-10,180,300.0
5177,ZG,ZIGUINCHOR,ST.MAUR,29-Apr-10,200,300.0
5178,DK,PIKINE,THIAROYE,30-Apr-10,200,290.0
5179,DK,DAKAR,TILENE,30-Apr-10,200,300.0
5180,DL,MBACKE,TOUBA,30-Apr-10,165,230.0
5181,KD,KOLDA,KOLDA,03-May-10,175,275.0
5182,KL,KAOLACK,KAOLACK,05-May-10,160,375.0
5183,TH,THIES,THIES,05-May-10,190,250.0
5184,SL,ST.LOUIS,ST.LOUIS,05-May-10,250,300.0
5185,KD,VELINGARA,DIAOBE,05-May-10,150,275.0
5186,DL,DIOURBEL,DIOURBEL,06-May-10,150,250.0
5187,LG,LOUGA,LOUGA,06-May-10,180,300.0
5188,DK,PIKINE,THIAROYE,06-May-10,200,290.0
5189,DK,DAKAR,TILENE,06-May-10,200,300.0
5190,DL,MBACKE,TOUBA,06-May-10,160,275.0
5191,ZG,ZIGUINCHOR,ST.MAUR,06-May-10,200,275.0
5192,FK,FATICK,FATICK,11-May-10,200,300.0
5193,KL,KAOLACK,KAOLACK,12-May-10,160,275.0
5194,TH,THIES,THIES,12-May-10,195,250.0
5195,DL,MBACKE,TOUBA,12-May-10,160,275.0
5196,SL,ST.LOUIS,ST.LOUIS,12-May-10,250,300.0
5197,DL,DIOURBEL,DIOURBEL,13-May-10,160,250.0
5198,LG,LOUGA,LOUGA,13-May-10,180,300.0
5199,ZG,ZIGUINCHOR,ST.MAUR,13-May-10,200,275.0
5200,FK,FATICK,FATICK,16-May-10,200,300.0
5201,KL,KAOLACK,KAOLACK,18-May-10,165,275.0
5202,DL,MBACKE,TOUBA,19-May-10,165,275.0
5203,SL,ST.LOUIS,ST.LOUIS,19-May-10,240,300.0
5204,DL,DIOURBEL,DIOURBEL,20-May-10,175,250.0
5205,LG,LOUGA,LOUGA,20-May-10,190,275.0
5206,FK,FATICK,FATICK,23-May-10,200,300.0
5207,KD,KOLDA,KOLDA,24-May-10,175,275.0
5208,TH,THIES,THIES,26-May-10,190,260.0
5209,DL,MBACKE,TOUBA,26-May-10,175,275.0
5210,KD,VELINGARA,DIAOBE,26-May-10,170,275.0
5211,DL,DIOURBEL,DIOURBEL,27-May-10,175,250.0
5212,KL,KAOLACK,KAOLACK,27-May-10,160,275.0
5213,LG,LOUGA,LOUGA,27-May-10,185,350.0
5214,ZG,ZIGUINCHOR,ST.MAUR,27-May-10,200,275.0
5215,KL,KAOLACK,KAOLACK,02-Jun-10,165,275.0
5216,TH,THIES,THIES,02-Jun-10,190,260.0
5217,SL,ST.LOUIS,ST.LOUIS,02-Jun-10,250,300.0
5218,LG,LOUGA,LOUGA,03-Jun-10,185,275.0
5219,DK,PIKINE,THIAROYE,03-Jun-10,200,290.0
5220,DK,DAKAR,TILENE,03-Jun-10,200,290.0
5221,ZG,ZIGUINCHOR,ST.MAUR,03-Jun-10,225,300.0
5222,FK,FATICK,FATICK,06-Jun-10,200,225.0
5223,KD,KOLDA,KOLDA,07-Jun-10,175,275.0
5224,KL,KAOLACK,KAOLACK,09-Jun-10,165,240.0
5225,TH,THIES,THIES,09-Jun-10,175,250.0
5226,SL,ST.LOUIS,ST.LOUIS,09-Jun-10,250,300.0
5227,KD,VELINGARA,DIAOBE,09-Jun-10,165,285.0
5228,DL,DIOURBEL,DIOURBEL,10-Jun-10,160,240.0
5229,LG,LOUGA,LOUGA,10-Jun-10,200,255.0
5230,DK,PIKINE,THIAROYE,10-Jun-10,200,290.0
5231,DL,MBACKE,TOUBA,10-Jun-10,155,230.0
5232,ZG,ZIGUINCHOR,ST.MAUR,10-Jun-10,225,300.0
5233,FK,FATICK,FATICK,14-Jun-10,200,250.0
5234,KD,KOLDA,KOLDA,14-Jun-10,175,285.0
5235,KL,KAOLACK,KAOLACK,16-Jun-10,165,250.0
5236,SL,ST.LOUIS,ST.LOUIS,16-Jun-10,250,300.0
5237,KD,VELINGARA,DIAOBE,16-Jun-10,160,285.0
5238,LG,LOUGA,LOUGA,17-Jun-10,185,275.0
5239,DK,PIKINE,THIAROYE,17-Jun-10,200,290.0
5240,DK,DAKAR,TILENE,17-Jun-10,200,300.0
5241,ZG,ZIGUINCHOR,ST.MAUR,17-Jun-10,225,300.0
5242,FK,FATICK,FATICK,20-Jun-10,200,225.0
5243,KD,KOLDA,KOLDA,21-Jun-10,175,280.0
5244,KL,KAOLACK,KAOLACK,22-Jun-10,165,275.0
5245,TH,THIES,THIES,23-Jun-10,190,250.0
5246,SL,ST.LOUIS,ST.LOUIS,23-Jun-10,250,290.0
5247,KD,VELINGARA,DIAOBE,23-Jun-10,170,285.0
5248,DL,DIOURBEL,DIOURBEL,24-Jun-10,160,250.0
5249,LG,LOUGA,LOUGA,24-Jun-10,185,350.0
5250,DK,PIKINE,THIAROYE,24-Jun-10,200,290.0
5251,DK,DAKAR,TILENE,24-Jun-10,200,300.0
5252,ZG,ZIGUINCHOR,ST.MAUR,24-Jun-10,225,300.0
5253,DL,MBACKE,TOUBA,25-Jun-10,165,240.0
5254,FK,FATICK,FATICK,27-Jun-10,200,275.0
5255,KD,KOLDA,KOLDA,28-Jun-10,175,285.0
5256,KL,KAOLACK,KAOLACK,30-Jun-10,165,270.0
5257,TH,THIES,THIES,30-Jun-10,190,250.0
5258,KD,VELINGARA,DIAOBE,30-Jun-10,170,285.0
5259,LG,LOUGA,LOUGA,01-Jul-10,185,275.0
5260,ZG,ZIGUINCHOR,ST.MAUR,01-Jul-10,225,300.0
5261,DL,DIOURBEL,DIOURBEL,02-Jul-10,160,250.0
5262,DL,DIOURBEL,DIOURBEL,02-Jul-10,160,250.0
5263,DL,MBACKE,TOUBA,02-Jul-10,155,240.0
5264,DL,MBACKE,TOUBA,02-Jul-10,155,240.0
5265,FK,FATICK,FATICK,04-Jul-10,200,200.0
5266,KD,KOLDA,KOLDA,05-Jul-10,175,285.0
5267,TC,BAKEL,BAKEL,06-Jul-10,200,330.0
5268,KL,KAOLACK,KAOLACK,07-Jul-10,170,280.0
5269,TH,THIES,THIES,07-Jul-10,200,250.0
5270,SL,ST.LOUIS,ST.LOUIS,07-Jul-10,250,300.0
5271,KD,VELINGARA,DIAOBE,07-Jul-10,170,300.0
5272,LG,LOUGA,LOUGA,08-Jul-10,185,275.0
5273,LG,LOUGA,LOUGA,08-Jul-10,185,275.0
5274,DK,PIKINE,THIAROYE,08-Jul-10,200,290.0
5275,DK,DAKAR,TILENE,08-Jul-10,200,300.0
5276,ZG,ZIGUINCHOR,ST.MAUR,08-Jul-10,225,300.0
5277,FK,FATICK,FATICK,11-Jul-10,200,225.0
5278,TC,BAKEL,BAKEL,12-Jul-10,200,250.0
5279,KL,KAOLACK,KAOLACK,14-Jul-10,175,275.0
5280,TH,THIES,THIES,14-Jul-10,200,250.0
5281,SL,ST.LOUIS,ST.LOUIS,14-Jul-10,250,300.0
