Country,Market,Commodity,Price Type,Year,Month,Price,Unit,Currency,Data Source
Guinea,Conakry-Concasseur,Rice (imported),Retail,2020,7,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2020,8,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2020,9,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2020,10,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2020,11,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2020,12,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2012,1,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2012,2,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2012,3,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2012,4,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2012,5,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2012,6,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2012,7,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2012,8,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2012,9,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2012,10,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2012,11,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2012,12,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2013,1,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2013,2,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2013,3,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2013,4,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2013,5,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2013,6,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2013,7,5500,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2013,8,6000,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2013,9,6000,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2013,10,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2013,11,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2013,12,4000,KG,GNF,Gov
Guinea,Conakry-Madina,Rice (imported),Retail,2014,1,5000,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2014,2,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2014,3,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2014,4,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2014,5,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2014,6,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2014,7,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2014,8,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2014,9,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2014,10,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2014,11,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2014,12,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2015,1,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2015,2,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2015,3,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2015,4,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2015,5,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2015,6,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2015,7,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2015,8,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2015,9,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2015,10,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2015,11,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2015,12,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2016,1,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2016,2,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2016,3,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2016,4,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2016,5,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2016,6,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2016,7,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2016,8,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2016,9,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2016,10,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2016,11,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2016,12,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2017,1,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2017,2,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2017,3,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2017,4,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2017,5,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2017,6,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2017,7,5000,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2017,8,4666.6667,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2017,9,6167,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2017,10,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2017,11,6333,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2017,12,6167,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2018,1,6000,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2018,2,6167,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2018,3,6167,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2018,4,6000,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2018,5,6133,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2018,6,6333,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2018,7,6500,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2018,8,6167,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2018,9,6433,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2018,10,,KG,GNF,
Guinea,Conakry-Madina,Rice (imported),Retail,2018,11,6500,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2018,12,6333,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2019,1,6500,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2019,2,6333,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2019,3,6667,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2019,4,6500,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2019,5,6667,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2019,6,6667,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2019,7,6500,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2019,8,6500,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2019,9,6667,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2019,10,6500,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2019,11,6500,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2019,12,6167,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2020,1,6333,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2020,2,6500,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2020,3,6500,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2020,4,6667,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2020,5,6667,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2020,6,6500,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2020,7,6500,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2020,8,6667,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2020,9,6333,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2020,10,6667,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2020,11,5500,KG,GNF,WFP
Guinea,Conakry-Madina,Rice (imported),Retail,2020,12,5500,KG,GNF,WFP
Guinea,Conakry-Niger,Rice (imported),Retail,2012,1,4585,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2012,2,4632,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2012,3,4565,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2012,4,5138,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2012,5,5114,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2012,6,4896,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2012,7,4794,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2012,8,4653,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2012,9,4564,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
