,SRV_ndvi,Casamance_ndvi,OrientalAndSineSaloum_ndvi,SRV_precip,Casamance_precip,OrientalAndSineSaloum_precip
2018-12-01,2094.634977178355,5609.4064013706975,3608.836115781678,0.00046399690146219015,0.0005434060720410124,0.0002470304957192468
2019-01-01,1969.0531289670885,4515.297881071195,2998.9273993652987,0.00011520346742238097,0.0012585976126584767,0.0002242378963159014
2019-02-01,1860.910075112722,3499.8386391270915,2559.576489295774,6.338711804770762e-05,0.0010419624223351603,0.0003895598229291139
2019-03-01,1768.7502299767798,3180.6770962265273,2443.5810584707615,0.0010492362842371467,0.0006311150625452195,0.0005883068822938532
2019-04-01,1800.2277068496487,3239.072188185719,2517.263587936873,0.00034881328266234607,0.0006599704364904985,0.0030711796759731462
2019-05-01,1773.1039633361738,3305.235016387911,2534.863001141847,0.00031425130795741807,0.0038062147137234836,0.004805604544246664
2019-06-01,1661.7660537243682,3609.1263508158354,2921.91807589917,0.0017615379363694085,0.06131298366237313,0.08594833583709204
2019-07-01,1705.58361208596,5339.46600913246,4651.742347139878,0.020528478544467283,0.23155252124908002,0.21219053422813733
2019-08-01,2510.6326539605907,6266.897094815806,5521.996648659155,0.1532373090697911,0.46312983896207105,0.40176595372323287
2019-09-01,2776.9265201971057,7269.998177991232,6912.595565000354,0.10481732256847943,0.3484621086991817,0.24458942777194306
2019-10-01,2471.3125223593265,7188.367464752125,5985.31165470083,0.07253334789841324,0.12887256170265557,0.11729103738088716
2019-11-01,2195.90280236545,6613.15041921448,4649.096046368435,0.00027943667499489465,0.005625769253343468,0.0022983940217455754
2019-12-01,2017.9619560867343,5564.789732749486,3591.777147259928,3.769965309915556e-05,0.0011217726178551846,0.0001468494021848742
2020-01-01,1837.5425064928963,4224.564739971095,2821.3244405106816,0.00015521996989044569,0.0005688878057010002,0.0002866690916005677
2020-02-01,1789.9713782395638,3458.6788235942595,2554.8947793672523,0.000949005482349446,0.0010294605185722562,0.0005464196833822307
2020-03-01,1745.6846411234483,3201.4149830584793,2422.10294520314,0.0004333078281114027,0.000935492359757412,0.00133340193124911
2020-04-01,1761.6378096224903,3165.151482802752,2435.557274495204,0.0006929516767283349,0.0008029930100534232,0.0023386902157401046
2020-05-01,1716.9448388766662,3150.930843262163,2471.310954261421,0.0008567664761572171,0.0024907315087965855,0.019509715002865687
2020-06-01,1558.3703934954228,3985.6919479658013,3699.2111563316494,0.007823405129087337,0.11000128302155096,0.11668760938837852
2020-07-01,2604.511220184849,5453.09207883918,5114.702227409996,0.26758402899244343,0.43604238671648654,0.2936906150483828
2020-08-01,3636.6195071176244,6332.44943502881,6662.312277669924,0.12157346165089826,0.4676922630114512,0.2892744671125558
2020-09-01,3967.307925306787,7414.3604505662115,6972.664466216645,0.2883086842826964,0.6481747222085302,0.4522965713416372
2020-10-01,2751.807286925629,7005.272474181584,5514.640943815849,0.03905252919068498,0.14867674031877628,0.09464404944114249
2020-11-01,2382.96222366652,5996.2967405135605,4018.60507863666,0.0005032103189130274,0.0031778793398425714,0.0007321361067176282
2020-12-01,2301.4992478302415,5681.58864182216,3614.7142457593363,0.00014653191141532937,0.0001302333806326848,8.486045371564274e-05
2021-01-01,2185.855707174557,4830.46162059304,3039.1008955206107,,,
2021-02-01,2012.8542804343117,3869.039307474953,2632.7263891554508,,,
2021-03-01,1902.7649480769228,3389.6565081361628,2476.858340262067,,,
2021-04-01,,,,,,
